gender,age,parental_education_level,family_income,daily_study_hours,attendance_rate,sleep_hours,stress_level,motivation_score,private_tutoring,internet_quality,math_score,reading_score,writing_score,pass_fail
Male,20,3,70000.0,2.9,0.87,6.5,6.0,21,False,2,10,24,27,Fail
Male,20,5,75000.0,3.4,0.844,6.4,4.0,55,True,3,62,80,75,Pass
Male,17,5,65000.0,3.7,0.899,6.4,6.0,20,False,3,42,28,54,Fail
Female,17,2,30000.0,3.6,0.846,8.8,8.0,45,True,3,63,58,44,Fail
Female,17,3,30000.0,4.1,0.839,9.0,6.0,24,False,3,40,58,51,Fail
Female,17,5,45000.0,3.4,0.888,7.3,5.0,65,False,3,58,68,62,Pass
Male,20,1,35000.0,2.4,0.866,7.1,4.0,46,False,3,65,50,54,Fail
Female,18,2,15000.0,3.3,0.749,7.2,7.0,25,False,2,26,13,19,Fail
Female,20,3,55000.0,2.9,0.816,7.4,4.0,36,True,3,66,53,73,Pass
Female,18,2,45000.0,3.0,0.843,5.7,6.0,66,True,2,73,41,63,Fail
Female,19,3,20000.0,5.3,0.915,8.7,5.0,43,False,2,80,62,73,Pass
Female,18,6,70000.0,3.8,0.946,7.4,6.0,53,True,3,78,83,67,Pass
Female,15,2,15000.0,3.6,0.848,6.4,6.0,33,False,4,42,42,45,Fail
Female,16,5,25000.0,3.8,0.825,8.4,8.0,43,False,3,58,70,51,Fail
Male,20,2,25000.0,3.4,0.754,8.2,5.0,52,True,3,69,74,73,Pass
Female,20,4,35000.0,3.3,0.991,6.5,6.0,61,True,2,57,58,66,Pass
Male,17,7,50000.0,5.2,0.965,7.3,9.0,42,False,3,55,56,55,Fail
Female,18,6,50000.0,4.9,1.0,6.1,6.0,64,False,2,60,86,83,Pass
Female,17,5,125000.0,4.2,0.856,8.6,,45,True,4,84,74,89,Pass
Male,18,2,15000.0,2.7,0.896,9.9,4.0,43,True,3,68,90,71,Pass
Female,18,4,25000.0,3.2,0.812,7.6,3.0,74,False,1,70,68,58,Pass
Male,20,6,60000.0,3.8,0.901,8.7,3.0,62,True,3,81,100,90,Pass
Male,17,4,35000.0,3.5,1.0,7.7,4.0,63,True,2,86,82,84,Pass
Male,18,4,25000.0,3.2,0.872,8.4,3.0,46,False,2,50,56,40,Fail
Female,17,7,80000.0,4.8,0.947,8.4,6.0,56,False,3,76,68,72,Pass
Male,21,2,40000.0,2.9,0.932,7.6,5.0,42,False,3,45,62,29,Fail
Female,19,7,115000.0,4.0,0.95,8.1,7.0,60,False,3,81,68,56,Pass
Male,18,5,50000.0,3.7,1.0,7.0,4.0,39,False,2,39,57,53,Fail
Male,18,1,35000.0,3.0,0.934,7.1,7.0,25,False,3,49,28,39,Fail
Male,19,5,85000.0,4.3,0.815,8.2,4.0,30,False,3,64,56,47,Fail
Female,20,7,110000.0,5.3,0.976,8.5,6.0,38,False,3,85,70,83,Pass
Female,17,3,20000.0,3.4,0.812,7.7,5.0,46,False,3,59,34,53,Fail
Female,22,5,120000.0,3.5,0.959,6.2,5.0,56,False,4,53,73,62,Pass
Female,17,5,85000.0,5.2,0.965,7.8,5.0,64,True,5,93,100,100,Pass
Female,18,1,35000.0,2.5,0.869,8.0,3.0,42,False,2,46,55,59,Fail
Male,18,4,75000.0,3.2,0.893,8.1,5.0,49,True,3,75,70,87,Pass
Female,17,5,90000.0,4.4,0.815,6.5,8.0,53,True,4,59,68,88,Pass
Female,19,6,75000.0,4.3,0.929,8.2,4.0,67,False,4,84,100,84,Pass
Female,16,3,125000.0,3.3,0.983,8.1,3.0,44,False,4,71,71,63,Pass
Male,19,4,15000.0,3.3,0.877,7.4,6.0,43,True,3,49,55,60,Fail
Male,17,2,15000.0,4.2,0.877,7.4,5.0,53,False,3,49,66,52,Fail
Female,20,6,55000.0,5.2,0.96,7.4,6.0,44,True,2,66,78,60,Pass
Male,18,1,15000.0,2.4,0.888,9.2,6.0,34,False,2,43,24,33,Fail
Male,16,2,30000.0,3.1,0.81,9.2,4.0,45,False,2,65,53,51,Fail
Female,17,4,15000.0,5.1,0.918,8.3,6.0,60,False,3,78,76,75,Pass
Male,18,4,65000.0,3.4,0.895,7.6,6.0,60,False,4,70,67,63,Pass
Female,17,7,95000.0,4.0,0.935,7.5,5.0,66,False,3,72,75,58,Pass
Male,20,7,170000.0,5.6,0.938,6.7,7.0,65,True,3,96,100,78,Pass
Male,20,3,20000.0,3.2,0.774,7.5,4.0,50,False,4,53,54,47,Fail
Male,20,7,75000.0,4.5,1.0,6.5,7.0,55,False,3,55,63,52,Fail
Female,20,6,55000.0,4.2,0.981,7.0,7.0,51,True,2,70,56,54,Pass
Female,18,3,30000.0,3.1,0.833,7.9,5.0,54,False,3,49,34,68,Fail
Female,18,4,25000.0,5.7,0.856,8.1,6.0,37,False,3,64,60,72,Pass
Male,22,6,25000.0,3.7,0.87,7.5,4.0,53,True,2,74,79,62,Pass
Male,17,5,115000.0,4.2,0.915,7.3,6.0,29,False,4,56,58,54,Fail
Male,15,2,15000.0,3.2,0.952,10.2,5.0,54,False,2,58,73,71,Pass
Female,16,2,75000.0,2.6,0.903,9.5,3.0,51,False,4,77,64,99,Pass
Female,20,3,45000.0,3.1,0.885,7.4,4.0,59,False,3,54,66,49,Fail
Female,15,2,35000.0,2.8,0.81,9.0,3.0,33,False,2,44,35,48,Fail
Female,18,6,45000.0,3.9,0.817,6.3,3.0,55,False,3,72,59,62,Pass
Male,19,2,50000.0,2.6,0.981,8.2,3.0,51,False,3,66,45,71,Pass
Female,20,3,45000.0,3.5,0.994,7.8,4.0,44,False,2,68,60,71,Pass
Female,19,6,75000.0,3.8,0.861,8.7,4.0,51,True,4,87,91,82,Pass
Male,19,2,35000.0,4.9,0.843,7.1,6.0,49,False,3,54,67,50,Fail
Male,16,3,45000.0,3.6,0.943,8.0,4.0,47,True,3,72,70,91,Pass
Male,20,2,25000.0,3.3,0.881,7.6,5.0,28,True,3,63,57,63,Pass
Male,19,5,95000.0,3.6,1.0,6.1,7.0,18,True,4,45,57,58,Fail
Female,19,4,80000.0,6.9,0.921,6.2,8.0,49,False,2,52,61,61,Fail
Female,20,5,70000.0,3.4,0.946,7.6,2.0,46,True,4,95,100,93,Pass
Male,18,2,20000.0,2.7,0.903,8.8,,55,False,2,65,59,61,Pass
Female,19,5,45000.0,3.5,0.923,7.4,3.0,51,False,3,81,68,43,Pass
Male,21,5,25000.0,4.7,0.923,5.1,7.0,36,False,2,28,59,35,Fail
Female,18,1,20000.0,2.7,0.867,8.6,3.0,33,False,3,64,41,51,Fail
Male,18,2,15000.0,2.6,0.921,9.0,4.0,33,False,2,61,51,42,Fail
Female,18,2,35000.0,3.0,0.799,8.9,4.0,41,False,3,43,44,57,Fail
Female,17,5,55000.0,4.9,0.984,5.7,6.0,57,False,3,46,73,57,Fail
Female,17,1,15000.0,2.5,0.936,7.4,3.0,47,False,3,56,53,60,Fail
Male,18,1,,3.0,0.945,8.8,4.0,39,False,4,69,60,45,Fail
Male,17,2,50000.0,2.6,0.824,8.3,5.0,49,True,3,76,57,65,Pass
Male,18,5,45000.0,3.9,0.848,7.2,7.0,74,False,2,64,68,57,Pass
Female,16,5,60000.0,5.9,0.952,8.4,7.0,52,True,5,100,100,100,Pass
Male,18,1,20000.0,7.1,0.993,6.5,7.0,10,True,3,74,59,67,Pass
Female,17,3,25000.0,3.0,0.85,7.5,6.0,43,True,3,59,68,48,Fail
Female,17,1,15000.0,3.4,0.938,9.8,4.0,43,True,3,95,100,93,Pass
Male,16,4,25000.0,4.3,0.886,8.2,5.0,83,False,4,84,75,89,Pass
Female,21,2,25000.0,3.0,0.828,7.8,6.0,48,False,2,42,42,29,Fail
Female,15,1,40000.0,2.7,0.843,8.9,3.0,39,False,3,54,61,64,Fail
Female,18,3,40000.0,4.1,0.831,8.5,4.0,62,False,4,65,70,68,Pass
Male,16,1,15000.0,2.5,0.964,8.0,3.0,62,True,2,76,64,76,Pass
Female,20,6,100000.0,4.0,0.905,8.6,5.0,54,False,4,64,67,61,Pass
Female,17,4,45000.0,4.4,0.97,8.3,4.0,65,True,3,92,100,99,Pass
Female,20,2,25000.0,2.9,0.763,8.4,3.0,71,False,3,57,71,72,Pass
Male,22,4,25000.0,4.1,0.902,6.8,6.0,62,False,3,68,47,65,Pass
Male,17,2,55000.0,3.1,0.882,8.7,2.0,55,False,3,68,59,80,Pass
Female,15,4,20000.0,3.5,0.854,7.7,5.0,58,False,2,61,53,58,Fail
Male,18,1,55000.0,3.8,0.902,8.6,6.0,29,False,3,50,59,51,Fail
Male,18,3,35000.0,4.0,0.894,8.2,5.0,36,False,4,58,65,52,Fail
Male,19,3,25000.0,3.0,0.865,8.2,4.0,48,True,3,84,79,73,Pass
Female,20,6,120000.0,3.8,0.986,7.6,6.0,46,False,4,45,66,58,Fail
Male,15,5,175000.0,3.7,0.979,7.6,5.0,78,False,4,92,79,86,Pass
Male,17,6,55000.0,7.9,0.963,6.3,9.0,49,False,3,74,69,48,Pass
Female,18,5,30000.0,3.8,0.923,8.1,5.0,55,False,4,70,68,84,Pass
Female,19,3,60000.0,3.8,0.868,4.7,7.0,40,False,2,45,34,21,Fail
Male,17,2,20000.0,4.6,0.882,6.5,4.0,38,True,3,82,79,83,Pass
Female,21,5,55000.0,3.8,0.892,7.0,7.0,53,False,2,41,42,58,Fail
Female,19,3,25000.0,3.3,0.921,7.7,6.0,40,False,3,57,51,69,Fail
Male,19,4,35000.0,3.7,0.85,6.1,6.0,59,False,2,58,60,50,Fail
Male,21,2,30000.0,5.4,0.931,7.2,7.0,34,True,3,75,48,79,Pass
Female,18,2,30000.0,4.9,0.923,6.2,7.0,50,False,3,52,25,55,Fail
Male,19,5,40000.0,3.5,0.832,8.1,5.0,54,False,3,59,55,69,Pass
Female,19,4,30000.0,4.0,0.849,6.5,9.0,36,False,4,40,56,47,Fail
Male,20,2,15000.0,3.7,0.894,7.4,6.0,41,False,3,38,57,49,Fail
Male,17,6,85000.0,3.9,0.919,6.6,5.0,70,False,3,62,51,55,Fail
Male,18,6,90000.0,4.0,0.95,6.9,7.0,58,False,4,65,67,75,Pass
Male,20,3,40000.0,4.5,0.886,8.3,4.0,29,False,3,60,50,65,Fail
Male,17,2,20000.0,2.7,0.966,5.7,5.0,43,False,4,59,34,50,Fail
Female,19,6,160000.0,4.0,0.866,6.8,7.0,68,False,5,85,61,59,Pass
Male,17,2,15000.0,2.8,0.87,7.2,5.0,44,False,2,29,44,42,Fail
Female,21,5,40000.0,4.1,0.922,6.9,5.0,76,False,3,74,82,64,Pass
Female,18,2,30000.0,2.6,0.859,8.5,4.0,35,False,3,56,54,40,Fail
Female,22,2,20000.0,2.6,0.887,7.3,6.0,20,False,3,18,32,36,Fail
Male,17,3,75000.0,6.1,0.919,5.6,7.0,47,False,3,35,40,53,Fail
Female,20,2,35000.0,3.1,0.92,7.3,6.0,51,False,2,52,56,53,Fail
Male,19,3,80000.0,3.7,0.937,7.3,7.0,61,False,3,58,62,70,Pass
Male,20,2,20000.0,2.9,0.841,6.8,4.0,53,False,2,37,36,40,Fail
Female,18,5,100000.0,4.4,1.0,7.7,6.0,41,True,5,94,100,82,Pass
Female,18,3,30000.0,3.1,0.97,8.2,3.0,45,False,4,79,79,66,Pass
Male,16,4,45000.0,3.3,0.821,6.7,5.0,55,False,3,61,69,52,Pass
Male,20,5,40000.0,4.4,0.851,6.8,4.0,65,False,3,79,58,65,Pass
Female,17,5,40000.0,3.9,0.864,8.0,5.0,31,True,3,65,72,64,Pass
Male,19,5,145000.0,3.5,1.0,7.6,4.0,48,False,3,63,38,57,Fail
Female,18,5,60000.0,4.6,0.843,7.6,7.0,41,False,3,67,52,32,Fail
Male,20,3,35000.0,3.8,0.875,8.5,6.0,39,False,3,54,44,45,Fail
Male,17,3,15000.0,3.0,0.885,7.9,7.0,22,False,3,40,30,17,Fail
Female,18,1,20000.0,2.3,0.88,8.3,5.0,44,False,3,41,34,47,Fail
Female,17,3,25000.0,4.3,0.923,7.7,4.0,50,False,3,64,81,66,Pass
Female,20,5,50000.0,3.7,0.986,8.1,6.0,57,True,2,73,91,74,Pass
Male,19,5,40000.0,3.9,0.827,7.7,6.0,61,True,3,76,75,75,Pass
Male,18,5,45000.0,3.6,0.877,7.4,2.0,53,False,2,55,84,60,Pass
Female,17,3,45000.0,2.9,0.916,10.0,6.0,43,False,3,60,52,55,Fail
Female,20,2,35000.0,4.5,0.894,7.7,5.0,29,False,2,58,55,65,Fail
Male,17,4,55000.0,3.3,0.929,5.5,5.0,46,False,3,54,53,37,Fail
Male,17,2,15000.0,2.6,0.814,6.9,5.0,50,False,3,61,51,35,Fail
Female,17,5,110000.0,3.9,0.916,8.5,4.0,54,False,3,61,79,76,Pass
Male,20,7,70000.0,4.3,0.827,7.7,6.0,61,False,3,70,62,66,Pass
Female,19,5,35000.0,3.6,0.893,8.0,5.0,58,True,3,84,78,92,Pass
Male,19,2,20000.0,2.8,0.791,6.6,4.0,39,True,3,43,59,53,Fail
Female,17,1,15000.0,3.3,0.868,,6.0,39,False,3,43,55,59,Fail
Female,18,7,105000.0,4.1,0.895,9.4,4.0,89,False,4,96,100,100,Pass
Female,17,2,30000.0,3.5,0.827,8.4,4.0,50,False,3,86,64,54,Pass
Male,20,5,70000.0,5.5,0.929,6.2,6.0,52,False,3,64,62,58,Pass
Female,21,1,15000.0,3.7,0.896,6.4,4.0,48,False,4,65,50,68,Pass
Female,21,6,135000.0,4.3,0.948,7.5,6.0,61,False,3,67,86,94,Pass
Male,15,3,50000.0,3.2,0.74,8.6,4.0,30,False,3,33,35,50,Fail
Female,20,4,100000.0,3.6,0.828,6.1,3.0,39,True,3,63,62,77,Pass
Female,16,3,45000.0,3.2,0.932,7.2,5.0,24,False,4,38,56,51,Fail
Female,17,3,45000.0,2.9,0.768,8.8,3.0,26,False,3,40,50,38,Fail
Male,19,3,30000.0,3.6,0.867,8.2,4.0,58,False,2,66,66,58,Pass
Male,21,5,50000.0,3.7,0.868,,5.0,64,False,2,62,77,65,Pass
Female,21,3,80000.0,3.1,0.922,8.5,3.0,56,False,3,69,74,74,Pass
Female,17,5,40000.0,3.8,0.878,7.5,4.0,63,True,3,92,78,86,Pass
Female,19,3,25000.0,2.9,0.957,8.1,6.0,54,False,4,63,50,55,Fail
Female,16,5,45000.0,4.6,0.83,7.2,5.0,76,False,2,65,81,60,Pass
Male,19,6,100000.0,4.0,0.94,8.5,5.0,67,False,4,75,79,67,Pass
Male,19,6,50000.0,3.8,0.908,9.0,4.0,64,True,2,90,77,91,Pass
Male,20,3,35000.0,4.1,0.955,7.3,7.0,39,True,2,71,60,69,Pass
Female,19,7,80000.0,4.2,0.828,8.4,5.0,64,False,4,68,82,81,Pass
Female,20,5,145000.0,3.5,0.907,7.1,5.0,41,False,4,50,61,64,Fail
Female,18,2,25000.0,3.2,0.911,7.0,7.0,40,False,3,43,52,45,Fail
Female,20,5,60000.0,4.8,0.781,,7.0,36,False,3,48,55,44,Fail
Female,17,4,75000.0,4.3,0.841,7.2,6.0,64,True,2,69,84,74,Pass
Female,20,5,60000.0,3.5,0.753,7.0,8.0,24,False,3,22,40,13,Fail
Male,20,3,45000.0,3.5,0.809,7.2,4.0,40,False,3,55,45,56,Fail
Female,16,2,25000.0,2.7,0.817,8.7,3.0,46,False,2,58,55,38,Fail
Male,20,3,25000.0,5.5,0.919,8.6,8.0,33,False,3,57,69,51,Fail
Female,18,3,35000.0,3.9,0.881,7.4,7.0,25,False,2,39,49,45,Fail
Female,15,7,110000.0,4.0,0.962,5.9,7.0,69,False,3,59,58,52,Fail
Male,17,3,20000.0,3.3,0.947,6.7,6.0,56,False,4,56,55,57,Fail
Male,18,5,25000.0,3.6,0.918,8.6,6.0,34,False,3,49,54,58,Fail
Female,19,2,30000.0,3.2,0.966,,6.0,49,False,1,65,42,65,Fail
Male,18,3,35000.0,3.7,0.849,7.9,2.0,41,False,2,62,64,62,Pass
Male,20,3,60000.0,2.9,0.889,5.6,5.0,54,False,4,59,52,46,Fail
Male,15,5,40000.0,4.0,1.0,7.8,5.0,61,False,3,82,66,69,Pass
Male,21,4,50000.0,4.2,0.816,8.5,5.0,49,False,3,64,60,66,Pass
Female,17,2,45000.0,2.7,0.816,7.5,5.0,50,False,2,47,42,27,Fail
Male,18,4,50000.0,3.6,0.979,8.6,5.0,41,False,3,50,52,81,Pass
Male,19,2,65000.0,3.0,0.686,7.7,7.0,52,False,4,37,21,47,Fail
Female,19,7,105000.0,4.0,0.988,6.9,4.0,57,False,4,65,78,67,Pass
Female,19,3,35000.0,4.8,0.901,7.1,5.0,62,False,2,77,66,69,Pass
Male,17,2,20000.0,4.6,0.967,6.5,8.0,53,False,3,72,54,56,Pass
Female,22,1,35000.0,4.0,0.95,6.7,5.0,40,False,4,64,69,53,Pass
Female,22,2,45000.0,3.5,0.875,7.1,5.0,36,False,3,44,72,46,Fail
Female,18,5,40000.0,4.4,0.797,7.4,3.0,85,False,2,75,82,85,Pass
Female,17,2,90000.0,3.9,0.921,7.8,6.0,42,False,3,52,38,47,Fail
Male,19,3,50000.0,4.6,0.852,7.6,5.0,30,False,3,43,46,39,Fail
Female,16,6,80000.0,5.0,0.956,7.6,6.0,48,True,4,82,76,100,Pass
Female,17,2,15000.0,4.5,0.937,7.6,4.0,51,True,2,91,73,97,Pass
Male,20,5,60000.0,3.7,1.0,8.1,4.0,77,True,3,100,100,90,Pass
Female,19,5,40000.0,3.5,0.824,7.8,4.0,65,True,3,83,91,96,Pass
Male,21,3,45000.0,2.9,0.902,8.4,3.0,35,True,3,54,73,85,Pass
Male,21,6,105000.0,4.5,0.853,7.9,9.0,46,False,2,49,54,48,Fail
Female,16,4,70000.0,3.6,0.877,8.5,5.0,60,True,4,82,71,92,Pass
Male,22,5,45000.0,4.0,0.988,7.1,5.0,54,False,3,50,88,60,Pass
Male,18,3,50000.0,3.3,0.794,7.7,2.0,56,True,3,83,82,83,Pass
Female,16,2,30000.0,4.8,1.0,7.8,5.0,46,False,3,66,62,61,Pass
Male,15,4,75000.0,4.5,0.889,8.4,5.0,52,False,3,86,65,58,Pass
Female,16,2,60000.0,3.1,0.932,8.4,4.0,13,False,3,36,30,43,Fail
Female,18,2,45000.0,3.8,1.0,7.1,7.0,31,False,3,43,45,31,Fail
Female,17,5,45000.0,3.8,0.935,7.4,7.0,54,True,4,60,69,70,Pass
Male,18,3,25000.0,3.0,1.0,10.0,3.0,47,False,3,70,79,68,Pass
Male,18,3,25000.0,3.0,0.779,8.0,4.0,53,False,2,54,59,51,Fail
Male,19,4,60000.0,3.2,0.822,6.2,5.0,43,False,3,26,35,44,Fail
Male,19,6,75000.0,5.8,1.0,8.0,6.0,37,False,3,63,58,63,Pass
Male,20,2,35000.0,2.8,0.918,7.3,6.0,30,False,3,41,32,45,Fail
Male,18,2,35000.0,2.9,0.91,8.9,4.0,55,False,2,59,55,46,Fail
Male,18,1,30000.0,2.4,0.909,8.2,5.0,41,False,2,54,40,51,Fail
Male,15,2,65000.0,5.1,0.896,7.7,5.0,47,True,3,75,82,79,Pass
Female,18,2,15000.0,3.6,0.964,7.0,5.0,50,False,3,68,44,60,Fail
Female,17,1,20000.0,2.3,0.928,7.8,3.0,41,False,3,69,52,53,Fail
Male,18,4,80000.0,4.2,0.925,6.8,6.0,54,False,4,51,66,52,Fail
Male,19,2,20000.0,4.0,0.843,7.3,5.0,30,False,3,52,37,53,Fail
Female,19,3,20000.0,3.1,0.965,8.9,7.0,52,False,3,53,57,47,Fail
Male,17,2,25000.0,2.6,0.851,8.4,6.0,47,True,3,45,48,62,Fail
Male,19,4,35000.0,3.2,0.891,8.5,5.0,48,False,3,66,45,62,Fail
Female,17,2,20000.0,2.7,0.811,7.8,3.0,49,False,3,59,57,53,Fail
Female,18,3,20000.0,3.8,0.838,8.3,5.0,48,False,2,67,57,57,Pass
Male,18,3,15000.0,3.0,0.782,6.8,8.0,26,False,3,31,16,25,Fail
Male,20,5,30000.0,3.6,1.0,8.2,4.0,50,False,3,69,67,64,Pass
Male,15,2,15000.0,3.2,0.979,,4.0,40,False,2,56,56,54,Fail
Female,20,2,30000.0,3.0,0.861,7.2,4.0,59,False,3,42,38,50,Fail
Female,16,6,30000.0,3.8,0.844,7.1,5.0,58,True,4,78,70,68,Pass
Male,20,3,15000.0,3.0,1.0,5.9,2.0,39,False,4,67,49,68,Pass
Female,17,7,180000.0,4.4,0.861,7.4,5.0,70,False,4,66,70,79,Pass
Female,18,4,25000.0,3.6,0.861,8.0,5.0,53,False,3,48,59,53,Fail
Female,20,3,40000.0,4.1,0.851,7.2,3.0,50,False,2,72,60,58,Pass
Female,18,4,65000.0,3.3,0.901,8.4,4.0,49,True,4,67,80,72,Pass
Female,18,1,40000.0,5.3,1.0,8.6,5.0,25,False,2,49,86,51,Pass
Female,19,5,35000.0,3.5,0.972,7.9,5.0,56,False,3,67,70,73,Pass
Male,20,2,20000.0,3.5,0.867,7.3,8.0,19,False,2,45,13,11,Fail
Female,19,2,20000.0,3.6,0.799,7.0,6.0,50,False,2,31,49,40,Fail
Female,18,5,125000.0,3.8,0.831,9.3,7.0,77,False,4,66,78,83,Pass
Female,17,2,35000.0,3.7,0.747,7.5,3.0,39,False,3,62,60,43,Fail
Female,17,4,20000.0,3.5,0.944,10.1,5.0,59,True,2,82,92,76,Pass
Male,17,5,50000.0,3.5,0.955,7.7,5.0,37,False,3,53,60,68,Pass
Female,21,3,50000.0,3.6,0.908,6.6,4.0,56,False,3,54,53,60,Fail
Female,16,6,155000.0,5.5,0.931,9.0,4.0,63,True,4,100,100,100,Pass
Male,19,6,45000.0,5.6,0.917,7.3,5.0,41,True,4,83,88,95,Pass
Male,17,2,65000.0,4.0,0.931,7.2,7.0,45,False,4,68,61,50,Fail
Male,17,4,85000.0,3.7,0.822,7.4,5.0,40,True,4,71,60,68,Pass
Male,18,5,80000.0,3.5,1.0,7.4,6.0,60,True,4,83,88,62,Pass
Male,18,6,85000.0,3.7,0.814,7.0,6.0,75,True,3,85,83,70,Pass
Male,21,5,60000.0,4.4,0.9,6.0,5.0,25,True,2,63,73,51,Pass
Female,17,2,15000.0,2.6,0.859,8.1,6.0,57,False,3,49,40,40,Fail
Male,15,5,80000.0,3.6,0.953,8.1,4.0,65,True,3,79,95,92,Pass
Female,17,4,20000.0,3.2,0.859,6.2,5.0,53,False,4,56,61,48,Fail
Female,16,5,35000.0,3.6,0.924,7.1,5.0,53,False,3,70,65,43,Fail
Female,16,1,50000.0,2.7,1.0,9.4,4.0,45,False,3,64,65,65,Pass
Male,19,5,55000.0,4.7,0.922,8.2,5.0,47,False,2,60,73,64,Pass
Male,18,4,55000.0,3.9,0.882,7.5,5.0,56,False,4,67,65,50,Pass
Female,17,2,15000.0,2.7,0.9,6.5,4.0,37,True,2,55,67,62,Pass
Female,20,3,15000.0,3.3,0.784,7.1,6.0,40,False,2,27,31,18,Fail
Female,17,2,30000.0,3.0,0.797,8.4,6.0,25,True,3,46,52,50,Fail
Male,21,5,100000.0,4.4,0.95,6.8,5.0,42,True,5,100,84,76,Pass
Male,18,3,45000.0,4.0,0.897,8.4,5.0,71,True,3,94,88,87,Pass
Male,18,4,125000.0,3.9,0.912,7.6,5.0,39,False,3,64,66,58,Pass
Male,20,7,90000.0,4.1,0.848,8.1,5.0,69,True,3,81,82,83,Pass
Male,19,4,45000.0,4.4,0.929,7.2,7.0,49,False,3,58,51,59,Fail
Female,17,5,40000.0,4.8,0.937,6.8,4.0,69,False,3,84,80,92,Pass
Female,19,1,50000.0,3.2,0.779,7.4,5.0,34,False,3,46,34,52,Fail
Female,18,5,90000.0,3.9,0.979,8.4,5.0,62,True,4,94,100,94,Pass
Female,19,6,75000.0,4.3,0.899,6.2,6.0,25,True,3,63,55,60,Fail
Male,17,3,90000.0,3.4,0.991,7.8,7.0,28,True,4,72,70,54,Pass
Female,19,6,40000.0,5.7,1.0,8.9,9.0,47,True,3,88,73,78,Pass
Female,18,4,65000.0,3.9,0.835,7.9,5.0,62,True,2,72,84,98,Pass
Female,17,1,20000.0,3.3,0.875,8.4,7.0,26,False,3,46,23,39,Fail
Female,20,5,90000.0,4.4,0.84,6.6,5.0,56,False,2,61,67,61,Pass
Female,18,6,45000.0,3.8,0.968,7.1,5.0,65,False,3,66,87,62,Pass
Male,19,3,30000.0,3.3,0.928,7.1,4.0,43,True,2,79,83,66,Pass
Female,20,5,85000.0,3.5,0.923,7.7,5.0,51,False,3,49,57,65,Fail
Female,17,5,90000.0,4.7,0.988,7.0,7.0,51,False,4,66,74,67,Pass
Female,19,6,80000.0,4.5,0.907,8.5,5.0,44,True,2,82,72,79,Pass
Female,19,4,35000.0,3.5,0.899,7.2,5.0,41,True,2,71,63,63,Pass
Male,21,5,40000.0,3.6,0.925,7.3,6.0,46,True,3,73,73,69,Pass
Female,19,3,40000.0,3.1,1.0,6.5,6.0,43,False,3,61,58,43,Fail
Male,19,4,40000.0,3.2,0.957,7.7,3.0,52,False,2,61,55,46,Fail
Female,19,6,35000.0,4.8,0.855,6.7,5.0,64,True,4,88,94,79,Pass
Male,16,5,55000.0,7.6,1.0,7.7,7.0,50,True,3,100,95,100,Pass
Male,19,2,45000.0,2.7,0.902,8.2,3.0,27,True,3,71,70,66,Pass
Female,20,2,40000.0,2.8,0.935,8.2,7.0,36,False,3,25,39,36,Fail
Female,20,5,110000.0,3.8,0.919,6.3,5.0,49,False,3,41,45,59,Fail
Female,21,5,40000.0,3.9,0.928,7.5,5.0,50,False,2,47,65,62,Fail
Male,17,1,20000.0,2.5,0.976,6.5,,41,False,4,45,45,44,Fail
Male,20,5,35000.0,3.9,0.878,7.5,6.0,51,False,2,51,71,59,Pass
Male,20,6,145000.0,4.2,0.828,7.4,5.0,54,True,4,82,87,78,Pass
Female,19,5,40000.0,4.1,0.905,8.3,5.0,60,False,2,80,82,54,Pass
Male,20,1,40000.0,2.3,0.908,7.9,5.0,45,False,1,48,30,34,Fail
Female,19,2,40000.0,2.8,0.841,8.0,4.0,24,False,2,35,42,48,Fail
Male,18,4,30000.0,3.9,0.951,7.6,4.0,56,False,4,73,59,72,Pass
Male,19,5,45000.0,4.7,1.0,6.4,6.0,34,False,4,54,79,46,Fail
Female,18,3,30000.0,3.0,0.858,6.3,3.0,58,False,2,53,45,47,Fail
Male,15,2,40000.0,2.8,0.784,8.4,3.0,28,False,4,43,34,58,Fail
Female,17,1,15000.0,2.5,0.843,7.4,7.0,54,True,4,62,79,73,Pass
Female,18,1,20000.0,2.3,0.898,6.7,4.0,38,False,4,50,31,47,Fail
Male,15,5,70000.0,4.6,0.943,8.9,7.0,66,False,4,91,82,68,Pass
Male,18,1,40000.0,4.3,0.89,7.3,7.0,44,True,2,61,50,47,Fail
Male,20,5,50000.0,3.8,0.98,7.1,7.0,51,False,3,30,49,62,Fail
Male,18,4,65000.0,3.9,0.888,7.5,6.0,56,False,3,50,74,59,Pass
Female,18,5,145000.0,3.7,0.912,8.1,5.0,53,False,2,58,74,54,Pass
Female,16,6,100000.0,4.1,0.81,10.2,4.0,66,True,3,98,89,84,Pass
Male,21,2,35000.0,2.7,0.976,8.0,5.0,41,False,2,40,49,68,Fail
Male,17,2,25000.0,4.8,0.985,6.6,7.0,35,False,3,68,50,52,Fail
Male,17,4,35000.0,3.8,0.931,7.2,5.0,49,False,3,69,59,52,Pass
Female,16,4,20000.0,3.2,0.785,8.9,3.0,59,True,2,76,74,81,Pass
Male,18,5,75000.0,5.4,0.87,8.9,5.0,53,False,3,65,77,83,Pass
Male,17,6,170000.0,3.8,0.919,9.1,5.0,34,False,4,52,71,53,Fail
Female,20,5,35000.0,3.9,0.957,6.8,6.0,58,False,2,60,58,63,Pass
